epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,110.422,2.00538,2.76892,1.35205,0.22309,0.41364,0.19231,0.08535,2.20264,3.23402,1.52688,0.000664376,0.000664376,0.000664376
2,179.631,2.13723,2.05201,1.46879,0.51126,0.55264,0.40855,0.14081,2.27091,2.29978,1.59789,0.00130469,0.00130469,0.00130469
3,248.079,2.15764,1.81419,1.46528,0.44355,0.37881,0.31149,0.12241,2.36312,2.49382,1.70343,0.0019186,0.0019186,0.0019186
4,316.792,2.1333,1.73553,1.52154,0.556,0.52104,0.48074,0.20338,2.14893,1.83857,1.53632,0.0018812,0.0018812,0.0018812
5,385.725,2.06287,1.62318,1.4554,0.66945,0.52909,0.56509,0.23931,2.10068,1.6817,1.47761,0.0018416,0.0018416,0.0018416
6,453.919,2.04979,1.60593,1.45189,0.65868,0.52937,0.53606,0.2372,2.12882,1.62963,1.50149,0.001802,0.001802,0.001802
7,522.377,1.99189,1.54421,1.39858,0.66614,0.49347,0.53437,0.24413,2.08824,1.61904,1.46433,0.0017624,0.0017624,0.0017624
8,589.704,1.95401,1.511,1.39438,0.66628,0.55152,0.55703,0.26044,2.10158,1.65239,1.47035,0.0017228,0.0017228,0.0017228
9,657.047,1.98165,1.46398,1.40069,0.66273,0.50508,0.55139,0.21714,2.18924,1.76374,1.52231,0.0016832,0.0016832,0.0016832
10,727.154,1.93224,1.4523,1.39723,0.73489,0.5312,0.57311,0.26603,2.02468,1.62424,1.43702,0.0016436,0.0016436,0.0016436
11,794.236,1.95353,1.44427,1.37654,0.72984,0.53846,0.60598,0.27156,2.06155,1.51037,1.43625,0.001604,0.001604,0.001604
12,864.742,1.9248,1.46065,1.38034,0.72444,0.52685,0.59712,0.27832,1.98579,1.50408,1.37605,0.0015644,0.0015644,0.0015644
13,934.191,1.88166,1.35867,1.33423,0.71883,0.49492,0.56368,0.25207,2.0819,1.5193,1.42074,0.0015248,0.0015248,0.0015248
14,1004.36,1.84457,1.35166,1.32218,0.72183,0.59071,0.60537,0.29053,1.92549,1.41987,1.3387,0.0014852,0.0014852,0.0014852
15,1074.14,1.84814,1.34449,1.32413,0.7364,0.55954,0.61644,0.29716,1.88443,1.42355,1.3417,0.0014456,0.0014456,0.0014456
16,1146.37,1.82147,1.34103,1.30985,0.7333,0.56604,0.62976,0.30099,1.85699,1.35566,1.30798,0.001406,0.001406,0.001406
17,1224.5,1.8276,1.37176,1.31975,0.71611,0.59309,0.65026,0.2988,1.90142,1.38855,1.34267,0.0013664,0.0013664,0.0013664
18,1303.42,1.76687,1.30597,1.30743,0.68854,0.64006,0.6421,0.30177,1.91347,1.38093,1.33873,0.0013268,0.0013268,0.0013268
19,1380.21,1.76061,1.27593,1.27686,0.75404,0.61848,0.66323,0.32495,1.79516,1.35248,1.28619,0.0012872,0.0012872,0.0012872
20,1454.74,1.77005,1.26557,1.29379,0.70193,0.5762,0.64891,0.30594,1.89115,1.36327,1.32188,0.0012476,0.0012476,0.0012476
21,1538.96,1.73804,1.25198,1.28184,0.69322,0.58345,0.64046,0.30567,1.88951,1.41401,1.31577,0.001208,0.001208,0.001208
22,1646.12,1.7423,1.28341,1.28365,0.66384,0.58926,0.6466,0.32337,1.81085,1.34594,1.2799,0.0011684,0.0011684,0.0011684
23,1734.82,1.72426,1.25873,1.25647,0.6811,0.59942,0.63373,0.31185,1.83868,1.35866,1.28718,0.0011288,0.0011288,0.0011288
24,1818.8,1.70746,1.20247,1.25817,0.69878,0.61277,0.67133,0.32246,1.80178,1.27787,1.2769,0.0010892,0.0010892,0.0010892
25,1902.95,1.70812,1.21566,1.24894,0.71773,0.56464,0.62909,0.3118,1.77317,1.38523,1.27194,0.0010496,0.0010496,0.0010496
26,1978.98,1.68237,1.21953,1.25224,0.68737,0.61829,0.65834,0.33749,1.76967,1.29584,1.26843,0.00101,0.00101,0.00101
27,2055.25,1.68874,1.21482,1.24589,0.70614,0.61829,0.67678,0.33471,1.74257,1.2622,1.2477,0.0009704,0.0009704,0.0009704
28,2126.09,1.66446,1.17413,1.2401,0.67847,0.58636,0.66449,0.32781,1.71879,1.27609,1.23845,0.0009308,0.0009308,0.0009308
29,2194.18,1.66641,1.19193,1.22874,0.74654,0.627,0.68514,0.33454,1.77434,1.29661,1.25804,0.0008912,0.0008912,0.0008912
30,2264.07,1.63609,1.14719,1.21594,0.7169,0.62119,0.68331,0.34935,1.73863,1.26441,1.24437,0.0008516,0.0008516,0.0008516
31,2336.37,1.63172,1.12313,1.21076,0.73895,0.62264,0.69254,0.35674,1.70647,1.22989,1.23515,0.000812,0.000812,0.000812
32,2405.9,1.6067,1.13077,1.21242,0.71606,0.61393,0.69236,0.34207,1.72629,1.24031,1.2299,0.0007724,0.0007724,0.0007724
